rating_id,ride_id,rider_rating,driver_rating,feedback
2079,4301,4,5,Excellent
2080,2180,5,5,Very good
2081,9822,5,5,Average
2082,3636,5,5,Average
2083,88,5,3,Excellent
2084,4236,5,5,Very good
2085,4988,3,5,Average
2086,9723,3,5,Good
2087,298,5,5,Excellent
2088,6808,4,3,Average
2089,8738,5,5,Average
2090,7054,4,5,Excellent
2091,4789,5,5,Very good
2092,1257,5,5,Could be better
2093,2330,4,5,Average
2094,9120,4,5,Excellent
2095,2740,5,4,Good
2096,8979,3,4,Average
2097,7113,4,5,Very good
2098,6364,4,5,Good
2099,6464,5,5,Average
2100,2408,4,4,Very good
2101,9162,4,5,Very good
2102,5186,5,5,Good
2103,9500,4,5,Very good
2104,3469,5,5,Could be better
2105,329,4,5,Very good
2106,3574,3,5,Good
2107,6501,5,5,Excellent
2108,2311,3,5,Very good
2109,5699,5,4,Could be better
2110,5073,5,5,Average
2111,5218,5,5,Good
2112,2910,3,3,Good
2113,5972,3,5,Excellent
2114,2466,5,5,Good
2115,7733,5,5,Could be better
2116,8885,5,5,Good
2117,3567,5,5,Could be better
2118,6610,4,5,Average
2119,5724,5,5,Good
2120,109,4,5,Excellent
2121,9557,5,4,Very good
2122,5254,5,5,Average
2123,4977,4,5,Could be better
2124,6223,5,4,Very good
2125,3188,5,5,Average
2126,3718,5,4,Average
2127,2877,4,5,Average
2128,7062,5,5,Average
2129,6814,5,3,Could be better
2130,6468,5,5,Excellent
2131,6274,5,5,Good
2132,315,5,5,Good
2133,1017,5,5,Good
2134,1763,5,5,Very good
2135,4223,5,5,Good
2136,1267,4,3,Excellent
2137,1055,5,4,Average
2138,2080,3,4,Could be better
2139,4129,5,5,Good
2140,5851,5,5,Could be better
2141,2104,5,4,Very good
2142,3447,5,4,Good
2143,5205,5,5,Excellent
2144,2325,5,5,Could be better
2145,2710,5,5,Excellent
2146,9553,5,4,Average
2147,1766,3,5,Very good
2148,6626,5,5,Very good
2149,4503,5,5,Very good
2150,7307,5,5,Excellent
2151,2987,5,5,Excellent
2152,3889,5,5,Average
2153,5649,3,5,Could be better
2154,4659,3,4,Very good
2155,7301,5,5,Average
2156,4513,4,5,Could be better
2157,8731,4,5,Average
2158,45,5,5,Could be better
2159,5858,4,5,Could be better
2160,5235,5,5,Could be better
2161,1431,5,5,Average
2162,170,5,4,Excellent
2163,5294,5,4,Could be better
2164,7306,4,5,Good
2165,7068,4,4,Excellent
2166,6116,5,4,Average
2167,6371,5,5,Good
2168,2021,5,4,Good
2169,5053,5,5,Could be better
2170,771,4,5,Good
2171,6280,5,4,Good
2172,1846,5,5,Could be better
2173,4493,5,5,Excellent
2174,5064,5,5,Good
2175,5814,5,5,Could be better
2176,4489,4,5,Good
2177,4720,5,5,Good
2178,4377,5,4,Good
2179,3830,5,5,Good
2180,1054,5,5,Very good
2181,6854,5,4,Excellent
2182,1244,5,5,Good
2183,7923,4,5,Excellent
2184,8326,3,5,Good
2185,1056,5,3,Good
2186,1087,4,5,Good
2187,3337,4,5,Excellent
2188,9296,5,4,Average
2189,1616,5,5,Very good
2190,1605,5,5,Could be better
2191,6554,4,4,Average
2192,5058,3,5,Average
2193,5110,4,5,Excellent
2194,9444,3,5,Average
2195,3383,4,5,Average
2196,8970,5,3,Good
2197,9947,5,5,Very good
2198,9651,5,5,Very good
2199,2147,5,5,Excellent
2200,8540,4,5,Very good
2201,586,5,5,Average
2202,8146,5,4,Average
2203,550,5,5,Very good
2204,1600,5,5,Good
2205,6924,5,5,Excellent
2206,4429,4,4,Good
2207,9320,4,5,Very good
2208,3929,5,5,Excellent
2209,145,5,4,Average
2210,6136,5,5,Excellent
2211,3848,4,5,Could be better
2212,2054,5,5,Very good
2213,2846,5,5,Excellent
2214,5125,3,5,Average
2215,7395,3,5,Could be better
2216,183,4,5,Could be better
2217,9727,5,3,Excellent
2218,5664,5,5,Excellent
2219,1711,5,4,Excellent
2220,9010,5,5,Excellent
2221,5493,5,5,Could be better
2222,4308,5,5,Average
2223,9294,3,5,Very good
2224,7376,3,5,Average
2225,2510,5,5,Very good
2226,8881,5,5,Could be better
2227,4454,4,4,Very good
2228,3328,5,5,Average
2229,1052,3,5,Could be better
2230,2647,4,4,Good
2231,6244,4,5,Could be better
2232,600,4,4,Very good
2233,2539,5,5,Excellent
2234,4474,4,5,Very good
2235,1038,5,3,Could be better
2236,4275,5,5,Could be better
2237,1406,5,5,Excellent
2238,192,5,5,Excellent
2239,1746,5,5,Average
2240,5157,5,5,Good
2241,5644,5,5,Good
2242,2706,4,5,Average
2243,7786,4,5,Excellent
2244,8700,5,5,Could be better
2245,3624,5,5,Average
2246,5608,4,5,Very good
2247,5952,5,5,Excellent
2248,3449,5,5,Very good
2249,1307,4,3,Average
2250,5973,5,5,Could be better
2251,3584,5,4,Very good
2252,720,5,5,Very good
2253,9584,5,4,Very good
2254,1935,4,4,Average
2255,7154,3,5,Excellent
2256,1662,5,5,Excellent
2257,1838,5,3,Could be better
2258,8837,5,5,Very good
2259,9141,5,3,Could be better
2260,1919,3,5,Very good
2261,7820,5,5,Could be better
2262,8775,5,5,Could be better
2263,7137,3,4,Average
2264,8621,4,4,Very good
2265,9099,5,4,Good
2266,7678,5,5,Average
2267,1274,5,5,Very good
2268,8498,5,5,Good
2269,6276,5,5,Could be better
2270,8845,5,3,Very good
2271,1656,4,5,Could be better
2272,3884,4,5,Very good
2273,348,5,5,Good
2274,846,5,4,Could be better
2275,3186,3,4,Very good
2276,3483,5,5,Very good
2277,8147,5,4,Very good
2278,9109,4,5,Good
2279,759,4,5,Good
2280,4571,4,5,Could be better
2281,3322,5,5,Could be better
2282,7183,5,4,Average
2283,5492,5,4,Very good
2284,5341,4,4,Excellent
2285,6440,5,4,Average
2286,6651,4,5,Could be better
2287,8624,5,5,Could be better
2288,8622,5,5,Average
2289,7192,5,5,Very good
2290,9381,5,3,Very good
2291,874,5,5,Could be better
2292,5145,5,4,Could be better
2293,6736,4,4,Excellent
2294,5656,5,5,Average
2295,4541,5,5,Good
2296,6447,5,5,Could be better
2297,8685,5,4,Excellent
2298,9125,4,5,Could be better
2299,4807,3,5,Good
2300,8024,5,4,Average
2301,5011,4,5,Excellent
2302,3330,3,4,Could be better
2303,3104,5,5,Could be better
2304,2094,5,5,Very good
2305,5326,5,5,Good
2306,3115,3,4,Average
2307,8935,4,5,Could be better
2308,6609,5,5,Could be better
2309,3214,5,5,Average
2310,4662,4,5,Excellent
2311,782,5,5,Average
2312,4394,5,5,Average
2313,6174,5,5,Average
2314,1916,5,5,Could be better
2315,7375,5,4,Good
2316,7401,4,4,Excellent
2317,8243,3,5,Very good
2318,5700,5,5,Could be better
2319,9927,4,5,Very good
2320,6330,5,5,Very good
2321,2783,4,5,Excellent
2322,8061,4,5,Very good
2323,9564,5,5,Could be better
2324,2692,5,4,Very good
2325,7661,4,5,Very good
2326,8095,5,5,Very good
2327,8899,5,5,Could be better
2328,9247,4,5,Average
2329,753,4,5,Could be better
2330,4143,5,5,Very good
2331,9676,5,5,Very good
2332,4550,4,5,Average
2333,3425,5,5,Could be better
2334,8082,5,5,Could be better
2335,7104,5,5,Could be better
2336,4036,5,4,Very good
2337,4957,4,5,Excellent
2338,3031,5,3,Very good
2339,5424,5,5,Good
2340,9614,5,5,Average
2341,7060,5,3,Good
2342,445,4,5,Good
2343,9625,5,5,Excellent
2344,8106,4,5,Average
2345,3158,5,5,Average
2346,9375,5,5,Good
2347,9551,5,4,Could be better
2348,9475,5,5,Good
2349,4858,5,5,Excellent
2350,9208,5,5,Excellent
2351,127,5,5,Average
2352,4598,5,5,Average
2353,5283,4,5,Excellent
2354,7464,5,5,Could be better
2355,4086,5,5,Excellent
2356,2738,5,5,Excellent
2357,8274,5,4,Could be better
2358,7606,5,5,Excellent
2359,8867,5,5,Very good
2360,3680,5,5,Good
2361,1228,4,5,Could be better
2362,3763,5,5,Excellent
2363,3876,5,5,Excellent
2364,5305,4,5,Excellent
2365,9143,5,5,Very good
2366,9074,4,5,Good
2367,5812,3,5,Excellent
2368,3492,4,5,Excellent
2369,9745,5,5,Good
2370,9168,4,5,Very good
2371,9765,5,4,Could be better
2372,7346,5,3,Excellent
2373,5968,5,4,Excellent
2374,6680,5,4,Average
2375,7172,5,4,Very good
2376,7031,4,5,Excellent
2377,7116,5,5,Could be better
2378,7594,4,5,Average
2379,4000,4,5,Very good
2380,6733,5,4,Average
2381,9395,4,5,Excellent
2382,3526,5,5,Average
2383,5257,5,5,Could be better
2384,2211,5,5,Good
2385,5792,4,5,Very good
2386,5883,5,4,Very good
2387,1557,5,4,Could be better
2388,5378,5,5,Average
2389,9781,5,5,Good
2390,7620,5,5,Excellent
2391,9778,4,5,Average
2392,201,3,5,Very good
2393,1188,5,5,Very good
2394,1704,4,5,Very good
2395,7920,5,5,Very good
2396,7185,5,4,Good
2397,8827,5,5,Very good
2398,6622,3,5,Good
2399,1823,5,4,Very good
2400,237,5,5,Could be better
2401,4213,4,4,Excellent
2402,3937,4,3,Could be better
2403,8051,4,5,Very good
2404,612,5,4,Good
2405,1255,3,5,Average
2406,271,5,5,Good
2407,2546,5,5,Excellent
2408,1168,4,5,Good
2409,7592,4,5,Average
2410,5297,4,5,Average
2411,9682,5,5,Excellent
2412,2290,5,4,Excellent
2413,7939,5,4,Average
2414,2970,5,5,Excellent
2415,1588,5,3,Excellent
2416,5355,5,4,Very good
2417,8414,5,5,Average
2418,5382,5,5,Very good
2419,1635,5,5,Average
2420,4545,4,5,Very good
2421,3268,5,4,Excellent
2422,6892,5,5,Good
2423,9330,4,4,Excellent
2424,5293,5,5,Average
2425,379,3,4,Could be better
2426,5419,4,5,Good
2427,5183,5,5,Excellent
2428,8551,4,5,Could be better
2429,5567,5,5,Excellent
2430,353,5,5,Good
2431,2642,4,5,Very good
2432,5298,5,5,Very good
2433,6608,5,5,Could be better
2434,6803,4,3,Average
2435,3646,5,5,Average
2436,1424,5,5,Good
2437,8108,4,3,Excellent
2438,9648,5,4,Very good
2439,7934,5,5,Could be better
2440,8484,4,5,Good
2441,3332,5,5,Very good
2442,5707,4,3,Excellent
2443,6674,4,5,Excellent
2444,9993,5,3,Average
2445,4269,5,5,Could be better
2446,3614,5,5,Average
2447,7109,4,5,Excellent
2448,4908,5,4,Could be better
2449,792,5,5,Could be better
2450,3926,5,5,Good
2451,6891,5,3,Very good
2452,4126,5,5,Very good
2453,5601,5,5,Excellent
2454,5861,5,5,Could be better
2455,2260,5,5,Very good
2456,9031,5,3,Very good
2457,4101,5,5,Could be better
2458,6256,3,5,Excellent
2459,4291,5,5,Excellent
2460,4585,4,4,Good
2461,2782,4,5,Average
2462,1751,4,5,Very good
2463,9656,5,5,Excellent
2464,7526,5,5,Average
2465,3286,5,5,Average
2466,1235,5,5,Could be better
2467,6248,4,5,Excellent
2468,1964,5,5,Excellent
2469,8142,5,5,Very good
2470,9945,5,3,Good
2471,3752,4,5,Could be better
2472,1474,5,5,Very good
2473,5672,3,4,Very good
2474,9517,5,3,Excellent
2475,9629,5,3,Good
2476,3794,5,5,Average
2477,6522,4,5,Very good
2478,3731,5,4,Average
2479,541,5,5,Could be better
2480,5924,5,5,Good
2481,3139,5,4,Could be better
2482,731,5,5,Excellent
2483,1604,5,3,Excellent
2484,190,5,5,Could be better
2485,1942,4,5,Very good
2486,5104,5,5,Very good
2487,3985,5,5,Good
2488,2597,5,4,Excellent
2489,1569,5,5,Good
2490,7931,5,3,Excellent
2491,6754,4,4,Very good
2492,2270,3,5,Good
2493,646,3,4,Good
2494,9204,5,5,Very good
2495,9773,4,4,Good
2496,5242,5,4,Good
2497,932,3,4,Average
2498,7283,5,5,Average
2499,7262,5,5,Good
2500,1951,5,5,Good
2501,3687,4,3,Average
2502,1982,5,5,Average
2503,6397,4,5,Could be better
2504,4193,5,5,Could be better
2505,9134,5,4,Could be better
2506,5665,5,5,Could be better
2507,8052,3,4,Good
2508,152,3,5,Average
2509,2268,4,5,Very good
2510,7033,5,5,Average
2511,1760,5,5,Could be better
2512,5671,5,5,Very good
2513,5554,5,4,Very good
2514,9664,5,4,Excellent
2515,2560,5,4,Excellent
2516,433,5,5,Good
2517,7056,5,4,Could be better
2518,4440,5,3,Excellent
2519,3678,5,5,Could be better
2520,3585,5,5,Good
2521,4056,5,5,Could be better
2522,935,5,5,Good
2523,991,4,4,Very good
2524,5426,5,5,Excellent
2525,6337,4,5,Good
2526,5860,5,5,Could be better
2527,396,4,5,Good
2528,1668,5,5,Average
2529,4786,5,5,Could be better
2530,4556,5,5,Very good
2531,7787,5,5,Excellent
2532,4023,5,3,Excellent
2533,9073,5,3,Excellent
2534,2313,5,5,Could be better
2535,5139,5,4,Average
2536,4476,5,5,Could be better
2537,7059,5,5,Average
2538,2659,4,5,Excellent
2539,3826,5,5,Average
2540,5117,5,5,Average
2541,105,5,3,Good
2542,6528,5,5,Very good
2543,4944,5,5,Good
2544,8157,4,5,Average
2545,8826,4,5,Very good
2546,1646,5,4,Very good
2547,2158,4,5,Excellent
2548,7400,4,3,Average
2549,4919,5,5,Average
2550,5320,5,5,Could be better
2551,7420,5,5,Good
2552,2797,5,5,Average
2553,9511,5,5,Could be better
2554,3276,5,4,Good
2555,2194,3,5,Average
2556,1434,3,4,Very good
2557,7542,4,3,Excellent
2558,9638,5,5,Very good
2559,8223,5,4,Could be better
2560,2116,5,5,Could be better
2561,9438,5,5,Average
2562,2436,5,5,Could be better
2563,5386,5,5,Very good
2564,7309,4,5,Average
2565,2095,5,5,Good
2566,1269,5,5,Average
2567,7318,4,5,Could be better
2568,7123,4,5,Could be better
2569,4067,5,4,Average
2570,1107,5,5,Could be better
2571,4586,5,5,Could be better
2572,8022,5,4,Could be better
2573,2936,5,5,Very good
2574,3088,5,5,Good
2575,4822,5,5,Good
2576,2370,4,5,Average
2577,3371,4,5,Very good
2578,68,5,5,Excellent
2579,5223,5,5,Good
2580,1759,4,5,Could be better
2581,9307,5,5,Very good
2582,8886,3,5,Could be better
2583,579,5,3,Could be better
2584,2909,5,5,Good
2585,2255,5,5,Average
2586,1100,5,5,Could be better
2587,4820,5,5,Could be better
2588,3789,5,5,Very good
2589,3150,5,5,Good
2590,875,4,4,Could be better
2591,4157,5,5,Average
2592,5646,5,5,Good
2593,1689,5,4,Could be better
2594,8064,4,5,Very good
2595,7165,4,5,Good
2596,5687,5,5,Average
2597,9338,4,4,Could be better
2598,8477,5,4,Excellent
2599,5983,5,5,Very good
2600,1462,5,5,Very good
2601,1008,5,5,Good
2602,9449,5,5,Could be better
2603,2882,4,4,Very good
2604,2878,4,5,Could be better
2605,2780,4,5,Could be better
2606,7061,5,4,Average
2607,4619,5,5,Very good
2608,3747,4,5,Good
2609,1783,5,4,Very good
2610,1917,5,5,Could be better
2611,2394,4,4,Good
2612,2548,5,3,Excellent
2613,3578,5,5,Good
2614,6000,5,5,Excellent
2615,7993,5,4,Good
2616,4726,5,5,Excellent
2617,632,5,4,Very good
2618,2894,5,3,Excellent
2619,8697,5,5,Excellent
2620,3779,5,5,Good
2621,6457,5,4,Excellent
2622,7681,3,5,Good
2623,46,5,5,Good
2624,2432,5,5,Average
2625,7260,5,5,Could be better
2626,5214,4,5,Very good
2627,3801,4,5,Average
2628,4155,5,4,Excellent
2629,6476,5,4,Good
2630,8582,5,5,Very good
2631,5216,5,5,Could be better
2632,825,5,5,Excellent
2633,7130,4,4,Could be better
2634,4570,3,5,Very good
2635,1420,5,5,Could be better
2636,3384,5,5,Average
2637,1126,5,5,Average
2638,5585,5,4,Excellent
2639,1176,5,5,Good
2640,9112,4,5,Excellent
2641,153,5,4,Very good
2642,9602,4,3,Good
2643,5611,5,4,Very good
2644,3984,5,5,Very good
2645,3653,3,5,Very good
2646,8416,5,4,Average
2647,3519,5,5,Excellent
2648,7675,4,5,Could be better
2649,2372,4,5,Good
2650,7364,5,5,Very good
2651,3757,5,5,Could be better
2652,1016,5,5,Could be better
2653,9758,5,5,Good
2654,5273,4,5,Excellent
2655,7384,5,5,Excellent
2656,5060,5,5,Good
2657,6893,5,5,Excellent
2658,2364,4,5,Good
2659,3386,4,4,Good
2660,7503,4,3,Average
2661,1433,5,5,Good
2662,9715,5,5,Good
2663,9490,4,3,Excellent
2664,4133,3,4,Excellent
2665,6085,4,5,Could be better
2666,8661,5,5,Could be better
2667,3502,5,4,Average
2668,2142,5,4,Good
2669,8197,5,4,Very good
2670,9161,4,5,Could be better
2671,3005,5,5,Good
2672,3110,5,5,Excellent
2673,7673,4,4,Good
2674,3437,4,5,Good
2675,3679,4,5,Excellent
2676,6942,5,5,Could be better
2677,6529,5,5,Very good
2678,3948,5,5,Very good
2679,6487,5,5,Average
2680,5206,5,4,Excellent
2681,232,4,5,Could be better
2682,9039,4,5,Excellent
2683,5945,5,5,Average
2684,4084,5,4,Very good
2685,1582,4,5,Could be better
2686,2842,5,5,Could be better
2687,5553,5,5,Excellent
2688,5201,4,5,Good
2689,7716,4,5,Could be better
2690,6374,5,5,Very good
2691,9946,3,5,Average
2692,4417,5,5,Good
2693,2286,4,5,Could be better
2694,1082,5,5,Good
2695,1220,4,5,Excellent
2696,5588,4,3,Average
2697,3213,5,4,Excellent
2698,811,5,4,Excellent
2699,3673,4,5,Excellent
2700,5891,5,5,Excellent
2701,1201,5,5,Average
2702,382,5,5,Average
2703,1377,4,5,Average
2704,9100,3,3,Excellent
2705,5456,5,5,Excellent
2706,4561,3,4,Good
2707,1224,4,5,Good
2708,7954,4,4,Average
2709,8317,4,4,Good
2710,18,5,5,Average
2711,1468,5,5,Excellent
2712,7293,5,4,Excellent
2713,9780,4,4,Could be better
2714,4710,5,5,Could be better
2715,5910,4,4,Average
2716,9364,5,5,Average
2717,1722,4,5,Could be better
2718,1013,3,4,Very good
2719,9769,5,5,Good
2720,9149,5,5,Could be better
2721,4415,5,5,Good
2722,4577,4,4,Very good
2723,5016,3,5,Good
2724,845,5,4,Very good
2725,3201,5,5,Good
2726,3913,5,5,Good
2727,6035,5,5,Could be better
2728,5788,4,5,Could be better
2729,3812,4,4,Average
2730,9749,4,4,Average
2731,6349,5,5,Average
2732,8699,5,5,Average
2733,3796,5,5,Excellent
2734,7296,4,4,Could be better
2735,7593,4,5,Could be better
2736,9181,5,5,Excellent
2737,6964,5,4,Good
2738,739,5,5,Good
2739,1891,5,5,Could be better
2740,5181,5,4,Very good
2741,4936,5,3,Good
2742,5371,4,3,Very good
2743,3997,5,5,Could be better
2744,2257,5,5,Good
2745,3551,5,4,Very good
2746,2068,5,4,Could be better
2747,9549,5,5,Very good
2748,371,5,5,Could be better
2749,2248,5,5,Could be better
2750,6278,4,5,Average
2751,8852,4,4,Average
2752,4201,4,5,Could be better
2753,6849,5,5,Could be better
2754,5978,4,5,Could be better
2755,9424,4,3,Excellent
2756,9523,4,4,Could be better
2757,2181,3,5,Excellent
2758,9750,5,5,Good
2759,1744,4,3,Very good
2760,6970,5,4,Could be better
2761,3553,5,5,Average
2762,9003,5,5,Good
2763,9751,5,4,Average
2764,4929,5,5,Very good
2765,5606,3,5,Good
2766,2920,5,4,Average
2767,9340,4,5,Good
2768,8371,5,5,Good
2769,9538,5,5,Could be better
2770,8244,4,5,Average
2771,3934,5,5,Average
2772,5515,5,5,Average
2773,2035,5,5,Good
2774,7647,5,3,Excellent
2775,5823,5,4,Very good
2776,8800,5,5,Average
2777,3850,3,5,Good
2778,2822,5,5,Excellent
2779,4711,4,4,Could be better
2780,1611,3,5,Good
2781,9852,4,4,Good
2782,1643,5,4,Average
2783,2916,5,5,Excellent
2784,2533,5,5,Average
2785,9799,5,5,Excellent
2786,157,5,4,Average
2787,8502,5,5,Excellent
2788,3245,5,4,Average
2789,7331,5,5,Good
2790,7131,4,5,Could be better
2791,3294,5,4,Excellent
2792,4158,5,5,Very good
2793,659,5,3,Could be better
2794,5484,4,5,Very good
2795,7795,5,5,Very good
2796,4304,4,5,Excellent
2797,3961,5,5,Could be better
2798,4952,5,5,Average
2799,5321,5,5,Average
2800,5863,5,5,Average
2801,9402,4,5,Average
2802,451,5,5,Very good
2803,9336,5,4,Excellent
2804,5439,4,5,Good
2805,5618,5,5,Average
2806,3238,4,5,Good
2807,3390,4,4,Average
2808,8633,5,5,Good
2809,1464,4,5,Very good
2810,7079,3,5,Average
2811,386,5,4,Excellent
2812,5246,5,5,Good
2813,8265,4,5,Excellent
2814,9468,4,4,Good
2815,4154,5,4,Could be better
2816,7636,4,5,Average
2817,8166,4,4,Average
2818,9592,3,4,Very good
2819,9653,5,5,Good
2820,300,5,5,Average
2821,111,4,4,Excellent
2822,7324,5,5,Excellent
2823,6956,5,5,Average
2824,5098,5,4,Good
2825,6451,5,5,Good
2826,2721,4,5,Could be better
2827,7873,4,5,Could be better
2828,6024,5,4,Good
2829,9536,5,5,Excellent
2830,7234,3,5,Excellent
2831,2098,4,5,Average
2832,784,5,4,Excellent
2833,9984,5,5,Good
2834,1432,5,5,Could be better
2835,7236,5,5,Good
2836,3392,5,5,Very good
2837,9521,5,5,Very good
2838,9823,5,5,Very good
2839,9485,5,5,Very good
2840,263,4,5,Could be better
2841,3082,4,3,Average
2842,9317,3,5,Average
2843,5773,5,4,Excellent
2844,1092,5,5,Very good
2845,7406,5,5,Very good
2846,9920,4,4,Excellent
2847,1610,4,5,Good
2848,7605,3,4,Very good
2849,2092,4,4,Could be better
2850,6295,3,5,Excellent
2851,5905,5,5,Average
2852,5541,5,5,Could be better
2853,3539,5,4,Could be better
2854,8665,5,5,Very good
2855,7689,4,5,Excellent
2856,8496,4,5,Average
2857,7498,4,3,Average
2858,3911,5,5,Good
2859,8005,5,5,Excellent
2860,7642,5,5,Could be better
2861,6716,4,3,Very good
2862,4673,5,5,Could be better
2863,8691,5,4,Excellent
2864,849,5,5,Good
2865,1026,3,5,Average
2866,8983,5,5,Very good
2867,9380,5,5,Average
2868,9301,4,5,Good
2869,3310,4,4,Could be better
2870,4823,5,4,Average
2871,1770,5,3,Excellent
2872,7347,5,5,Excellent
2873,3035,4,5,Good
2874,6799,3,5,Average
2875,3829,3,3,Could be better
2876,3595,5,4,Very good
2877,9702,5,4,Very good
2878,7351,5,5,Could be better
2879,7607,4,5,Average
2880,8757,3,4,Very good
2881,8366,5,5,Good
2882,5041,5,5,Very good
2883,3329,4,5,Very good
2884,7914,5,5,Very good
2885,4989,4,5,Good
2886,5099,5,3,Excellent
2887,8552,5,5,Good
2888,2299,4,5,Good
2889,7977,5,4,Excellent
2890,1045,5,5,Average
2891,1122,5,5,Could be better
2892,5732,5,4,Good
2893,1286,5,5,Good
2894,6740,5,4,Could be better
2895,5718,5,4,Good
2896,7082,5,4,Could be better
2897,284,3,5,Very good
2898,1680,4,3,Good
2899,751,5,5,Very good
2900,3388,4,5,Good
2901,62,5,4,Very good
2902,1615,5,4,Excellent
2903,7064,5,5,Excellent
2904,6978,5,5,Could be better
2905,4357,5,5,Good
2906,9660,5,4,Good
2907,2452,3,5,Very good
2908,6092,5,5,Could be better
2909,8777,4,5,Good
2910,6707,5,5,Could be better
2911,8284,5,5,Good
2912,1401,5,4,Average
2913,929,4,4,Good
2914,3055,5,5,Excellent
2915,1966,5,5,Good
2916,865,5,4,Could be better
2917,5779,4,5,Could be better
2918,6043,5,5,Average
2919,8000,5,5,Excellent
2920,5818,5,5,Very good
2921,1170,3,5,Good
2922,8046,5,4,Good
2923,3451,4,5,Very good
2924,3745,4,5,Average
2925,4572,5,5,Average
2926,1993,5,5,Good
2927,6660,4,4,Excellent
2928,8382,5,5,Good
2929,7982,4,5,Could be better
2930,5209,5,5,Very good
2931,7229,5,4,Excellent
2932,4574,5,4,Excellent
2933,8233,3,4,Average
2934,7641,5,5,Could be better
2935,2426,5,5,Average
2936,3062,4,5,Good
2937,2285,5,5,Could be better
2938,7278,5,4,Good
2939,4809,3,5,Good
2940,2571,5,5,Good
2941,688,5,5,Average
2942,8340,5,5,Average
2943,7559,5,5,Very good
2944,5760,5,5,Could be better
2945,3733,4,5,Excellent
2946,116,5,5,Average
2947,8421,5,5,Average
2948,3995,4,5,Could be better
2949,2793,4,5,Good
2950,944,4,5,Very good
2951,3025,4,5,Could be better
2952,7280,3,4,Good
2953,2884,5,4,Good
2954,4591,4,4,Average
2955,4432,4,4,Good
2956,9422,5,5,Excellent
2957,8351,4,3,Good
2958,5774,5,5,Very good
2959,3909,5,3,Average
2960,7672,5,5,Very good
2961,8120,5,5,Could be better
2962,3501,5,3,Could be better
2963,1639,3,5,Average
2964,2722,3,4,Could be better
2965,7337,5,5,Could be better
2966,5512,4,3,Very good
2967,1171,3,5,Average
2968,557,4,4,Average
2969,8320,4,5,Excellent
2970,4856,5,4,Good
2971,7832,5,5,Very good
2972,9061,5,5,Good
2973,1602,4,3,Could be better
2974,9603,5,4,Could be better
2975,9684,5,4,Average
2976,9240,4,5,Excellent
2977,6620,4,5,Average
2978,7564,5,5,Could be better
2979,2105,5,4,Excellent
2980,8947,5,5,Average
2981,5021,5,4,Excellent
2982,5275,5,5,Excellent
2983,1435,4,5,Could be better
2984,3518,5,5,Average
2985,2685,4,5,Very good
2986,9046,4,4,Excellent
2987,7782,5,5,Excellent
2988,4959,5,5,Could be better
2989,3963,5,4,Excellent
2990,8454,4,5,Average
2991,3345,5,4,Very good
2992,2310,5,4,Very good
2993,7261,3,5,Good
2994,4802,5,4,Good
2995,684,5,5,Excellent
2996,4958,5,5,Could be better
2997,248,5,5,Excellent
2998,4270,4,3,Very good
2999,1479,5,5,Could be better
3000,5013,4,5,Very good
3001,4166,4,5,Good
3002,6470,4,5,Excellent
3003,392,5,4,Very good
3004,4340,5,4,Could be better
3005,1686,4,5,Very good
3006,104,5,4,Very good
3007,4344,5,5,Very good
3008,7709,5,5,Very good
3009,3482,3,4,Very good
3010,4125,4,5,Average
3011,4452,5,5,Could be better
3012,1084,5,3,Good
3013,4851,4,3,Average
3014,1903,5,5,Very good
3015,4887,4,5,Excellent
3016,6118,5,5,Excellent
3017,312,3,5,Good
3018,130,5,5,Average
3019,3860,5,5,Average
3020,8673,5,5,Good
3021,7600,5,5,Average
3022,6889,5,5,Good
3023,4772,5,5,Could be better
3024,8609,4,4,Good
3025,7921,4,5,Could be better
3026,5280,4,4,Average
3027,6305,4,5,Could be better
3028,1304,5,5,Good
3029,6701,5,5,Excellent
3030,9572,3,4,Very good
3031,3069,5,5,Good
3032,5617,5,5,Very good
3033,4378,5,5,Could be better
3034,8255,5,5,Excellent
3035,4010,5,3,Good
3036,1995,4,5,Could be better
3037,3107,5,4,Average
3038,6074,5,5,Average
3039,533,5,5,Good
3040,9349,4,5,Average
3041,9579,5,5,Average
3042,3627,5,5,Could be better
3043,9230,5,5,Very good
3044,7363,5,5,Could be better
3045,5559,5,5,Could be better
3046,7688,4,4,Excellent
3047,5830,5,5,Excellent
3048,9973,5,5,Good
3049,9129,5,5,Excellent
3050,7635,5,5,Very good
3051,5881,5,5,Good
3052,821,5,5,Average
3053,3920,5,5,Average
3054,648,5,4,Could be better
3055,4555,4,5,Could be better
3056,3183,5,4,Good
3057,5648,3,5,Good
3058,826,5,5,Could be better
3059,931,5,5,Could be better
3060,372,5,5,Good
3061,977,5,4,Very good
3062,4005,5,5,Excellent
3063,6873,4,5,Excellent
3064,5457,4,5,Average
3065,5944,5,4,Good
3066,6003,4,5,Good
3067,582,3,4,Very good
3068,769,5,4,Excellent
3069,4395,5,5,Very good
3070,1397,5,4,Very good
3071,2520,5,5,Excellent
3072,2134,5,5,Excellent
3073,4833,4,4,Very good
3074,6606,4,5,Could be better
3075,3495,5,5,Could be better
3076,2199,5,5,Average
3077,9982,4,4,Excellent
3078,7590,4,5,Good
3079,8518,5,5,Very good
3080,3805,5,5,Could be better
3081,8307,5,5,Could be better
3082,4259,5,5,Excellent
